,X,Y
100063447462741608440271708936358777888_1,-123.90264772333622,169.23208565971595
10019604646421702730270746826811184624_1,53.069567680400965,-258.86798847703426
100323040276706657793631143605863257911_1,347.95398695926144,-522.4098366939216
100351149343297639462646801319585689666_1,93.36547913933548,-663.6934870441796
100969513435870247508707415019431539314_1,-325.43095773480565,204.2076653798294
101014669043437876191685441298808223424_1,-361.4864052754314,-582.6619828031787
101110414971315167368361436943679178301_1,-560.0631228935148,427.77809298939536
101145476604737013072653501149052631249_1,583.1860483185294,-702.6537981408856
101182633066001784850039231747201734_1,64.30780936276997,732.3431012894257
101424004935348974287909282755820101692_1,-277.5876929219625,-149.09250658270463
101426206671785234820436543295001027914_1,-218.1475672212269,-514.9340760281922
101443912156672999341331492733569219410_1,549.4545336184143,-189.58867287493484
101621978085275218169481466758726537874_1,438.39871006574793,-479.1352653126912
10162738871220079319503562509536414693_1,271.3099102384888,350.1938517356569
10169483740405005280337442038875643630_1,-156.00040869949513,324.6820961141196
101909173001502484478485163209916093047_1,358.8516908757607,247.68006578711527
102077260929507533434120025166654281971_1,-473.4936364538426,85.21642936397211
102215660497064660165885926252498900229_1,-317.6004531093929,292.68644820152
102227374302596304604652660539252672134_1,-46.59825631682013,-404.96909385860835
102233244030367214107194953730326362815_1,457.77898225130355,361.08549086410716
102279398413495384121311312678412550544_1,138.42875862711793,-1001.161024567416
10235460742065578224766757710411496800_1,-375.53237797784635,-351.6238383167504
102559472376430751040216057999963223236_1,492.7156784706235,434.7936793458894
102656000670429987912935376368878109520_1,301.9948142307547,-667.7858595427285
102773540969922591682687553049678613634_1,-469.52464151103794,-289.82883319798043
102784375597822470892244945184603200465_1,-124.95054923861187,-359.1307384960469
10283886925324869827857205063391634309_1,-129.93980859728813,-290.0566215314685
102984061137254107418937811547928563676_1,-123.09168039618163,440.5202188498708
103488748222695436786222820380047018332_1,-410.7869994180097,69.4866359711157
103727200415936836331767995566247494595_1,-395.96101937792156,-153.4930963787913
103783302259182142800719372290098991796_1,33.95064266048897,-827.5785780946565
103871222530832969024675763186857845084_1,-99.66297395730942,343.0631799727584
103965705841441243174369777184111646991_1,-271.412180911973,261.666386928538
104468084825989020408233209732279478199_1,13.268830975983573,303.8032792902707
104499981096852543435299676530785477495_1,448.3505364244154,12.746633864801254
104511627960911984901717775158396834282_1,152.55057947957602,-719.8107584564304
104796633874539927041747023547445702401_1,417.06395437979666,300.32573576732534
105314142582040679848741378067094280088_1,-697.0259279065098,345.5109798618299
105373588211791578230377029500551086295_1,-551.3914779874667,748.8814120744694
105418992321560412175187072523803288367_1,-384.8425095268448,-71.23379124861603
105497327481578311820654445039372082459_1,32.00267148185367,-341.8613937156593
105526756244995328665930726897687885233_1,466.52774687995327,-103.24099563292489
105960585421864516996855329808027034395_1,-332.9170462823472,166.62886521955488
106029542363478461579838744138843214148_1,-264.5524464485855,176.9985024986608
106127198461285957347803527917353880793_1,74.54548934073838,-854.7974830068608
106366993648218354652533057608574381249_1,-14.321849084898314,-504.459464847985
10639244082395717201681891585005622453_1,372.1823396245059,-43.56086980379021
106691614783467462359714529903195613496_1,-397.53076271136564,-560.3046960565669
106962893583828149354110272135937429422_1,-694.0175688723245,499.41950507390703
107114307550598279975623064480157969012_1,107.70289677502507,-894.73209368884
107156492357787265342606786505281233961_1,-454.7282960961251,688.6132448563951
107206511260100853700080320441906656730_1,-355.49801397288905,563.7829748280919
107249006498193438864332491363182239306_1,113.96812708816043,-505.4589158897221
107254448071212308647962401210041032906_1,-394.7033154722716,763.2155453070388
107401547401117367757213175951871854785_1,-751.6282277413496,-23.355787290445278
107723447568154849050475198985395084487_1,-330.78750328351356,458.0028318520245
108047966555301390656631555223120484407_1,-512.4021092465098,37.76132957438696
108284582360952307537866966732333608428_1,-113.32321552049675,-505.3764802600081
108286112803152932923832701686083275189_1,499.7136748703665,-523.8363509789722
108643506342188559935628465369010790574_1,-420.1453575662782,0.7640330095166235
108682999674522816184000325814072768913_1,477.2670879582337,279.51259415487795
108806155355941119603162338556873079557_1,28.025370004244497,-999.0431913342425
108895404336721923817307689754555343018_1,-440.9208698697253,565.5813678787888
108945370886035083318783765472931469394_1,199.52044418432078,-403.6224304392437
109217661278086041584449735155158360444_1,-364.36554111207903,443.44538531075585
109393022784873881955808712539718628143_1,-97.44613784408574,-646.7665303735919
109488833459005123350904915215638788558_1,668.5516149165409,152.60854562914363
109562838761424003981457245850085520932_1,-131.14931161315724,-405.9406741943984
109678447783376050551730041637892867340_1,88.57957800616356,216.6457833776313
109698825596523784257834903234956618844_1,179.9272892129412,-1291.9203074329987
109728591549196464068931676355184812494_1,-305.6772794851297,-293.12270386175885
110187115527054611832837186089465224312_1,-170.47494896208815,660.2704153450527
110274599279945830585196685859366058976_1,-203.67727408432543,147.88200131344377
110298621125901246794275639250021557650_1,-95.02195337919512,-583.3945691680369
110773900674432446093085532974650947850_1,306.55164499335444,-121.33680048808785
110888393273322905403836707108606846983_1,-113.16410448507719,676.5822259578663
110888685491702192001964992549023726879_1,-265.1300281652053,146.80303975201048
110998028552180679845754696889170747344_1,-55.15714278076387,-422.7151929505271
111208973353773004954971157575195247489_1,151.34496447863435,-683.2037095938724
111694558589008742884807558258749375204_1,-334.4775105362424,-637.0256466573189
111718169550926382809622581493040144416_1,-739.5726480867093,12.753937175134894
111718660561111873521389523859280485697_1,-585.1451801157876,-184.29610586269334
11175037539638531141069628004900822914_1,-198.8110667955084,-269.1529194766373
111770743421734092145809936337778563472_1,-161.44650102175228,630.3664922422695
111777070460938804595455092260370785765_1,-743.696976986313,80.25842505339688
111779349787537328879677693688991549204_1,-161.04169017790636,-11.173876474331337
111890574108187272715991505606237726284_1,-730.6392903995677,37.79631784276239
111984713180623504656992453252508691759_1,538.9086773629278,187.6382828654829
112092473463053140673264535372554470496_1,44.62547958275343,-561.6529487108622
112195222721059396573690534077760098055_1,221.35293931935698,-467.5749692985727
112380274522704676869247327669626633683_1,-249.93281231630243,-719.156041984274
11246045314503720961169452524607656224_1,119.54760711645551,-168.16379696752455
112698792789190434998583889499055711110_1,266.3361460126362,-470.02490617918187
112899665756724278051182068345771504196_1,-488.7517801685719,-543.184399242062
112985191113779795184169943062743895200_1,545.158657305109,-343.1285933966402
113095970199110600980185449331875587514_1,497.07867220497894,397.6555286125161
113107811699808702018522306337573108286_1,-334.9405020812376,-906.6002672939412
113140846196993847136759690220656919688_1,312.4483096371704,-1019.3675792718275
113173118695536384366091296641433078343_1,479.22040912469424,266.5247989135045
113348142821456255158352685912401285503_1,183.07661039067165,-691.0353525422217
113745017734353234421705046050888629733_1,447.67058271714114,-623.3947655042305
113799044753537179539997039907309957265_1,365.85526297427214,-494.56234911139126
113950811108709012880074588575472814017_1,-94.31078904510511,520.8644336244176
114335273415560541126624759188471987308_1,346.8734526216779,69.51552189955078
114340967465443408019217418596531503648_1,246.94425999411953,-457.42698018620143
114703492541139337420916226939814461256_1,-185.08092260517628,436.1283623996266
114840348981550345224781033183883092430_1,12.231039338877405,688.3955822165149
114894871245436348597803952700227053624_1,-205.37259804505698,-49.09163962189841
114955216764845892985282956529814312467_1,49.40347693695038,-431.4421510550819
115356157698180103038574831501416839857_1,-317.76489487574025,-669.8589151516765
115656370254536546152862890142620043307_1,-637.231306287415,345.0090435797287
11565667340200136823014004821150702142_1,579.5620230014023,216.4253227564143
115798537089107276060212217003355659288_1,-319.40336456570935,-353.8229207154999
115948665379218828085339736873387188614_1,178.03459209876712,-1153.0525367517675
115962290776157524320470549983368395276_1,-493.8017923811408,-555.8195216050112
116273648231183053225712867041564028153_1,-368.9997325430679,-135.7403751848644
116447706668497782641423549949160978702_1,136.14118264891783,-1011.6858753469965
116447817654488732857064830631860969673_1,-70.29486784923755,-962.051572698673
11647791541585023197999519306417177976_1,-263.8330714517286,-561.9411510793354
116786040655063568331375972972582466003_1,-95.2423140726639,-491.0318538214398
117350495715842762680428585411428867374_1,65.4873069383027,7.083716834514888
11744389988329790191463052863233436752_1,107.86914984317573,572.925953522302
117760345352690071214534432744690955695_1,135.5528943924694,483.0822192227277
117765463308659777434502044662612334646_1,-296.97371888460117,-636.8458440534862
118013317340441568174457742672166710325_1,30.201477293407034,252.29194189137962
11802389306236853646747106583814861797_1,-104.70592067185174,485.4124491489328
118086951621548570223944049423823249226_1,491.7316782079888,-209.66783139329107
118386550459101222697321282393635092188_1,629.3915786660862,148.98426683307946
118393506054612913269718330719056207555_1,-575.1930131465573,-63.778143256194525
11842416417644621425660358977236667756_1,-363.3485832210545,-603.8260860170415
118817210578089655772985759812028537295_1,-485.18948797540276,238.09999096298128
118860861900838320153486667715882167580_1,-562.8583610429445,312.6425435451779
119117200400903738618877126071734313275_1,-723.14912773267,201.79683977279353
11915169874849393077362043957300921111_1,-114.29276549840742,-847.8794689140573
119236727614706280165930624305287979329_1,-7.50130838912656,-1173.2824624682464
119256925964888154023217493913126374463_1,516.3945590410626,133.24299354552818
119345665293293708482412417850141737613_1,592.4794883505191,-453.82620463357557
119352678992177515606803190306148162637_1,-490.7282298061951,-232.939111878115
119408342831031122534118602059770789482_1,412.40090593356547,302.16249556648586
119579238008404427864169654873467484200_1,210.0814044171953,-448.7745376358826
119649088622195623363542822260596175361_1,-545.0652895632887,-337.32807776055097
119726470345609630165619812141121587463_1,277.30023446632214,220.37402532886358
119745901410183763053564390005425166467_1,-477.0691638792389,275.334564032944
119795091859091236482832099540176560733_1,-509.0201145141502,636.6842332584804
119801382891806491013279417958301210644_1,-719.9569457866852,-263.8140721661925
119826330863649422210327938030026882868_1,-233.59851409336392,288.84634827131526
119909519167564853556193673131149383932_1,196.8608084756353,57.93397329509219
119978956929595647199287879369744922907_1,-686.5094879906615,486.5638564328522
120049339635039331518906453088289995403_1,-155.47370951378883,113.87962474907545
120054552415807551019680435051094654057_1,155.11730617935493,-977.5351655484351
120077644961687052899267861342680933007_1,-150.73196552429755,542.1450436383104
120119137789607729623614875913849203969_1,214.74834492649975,206.49844772384972
120216868361236477121888835597926350075_1,-191.07830251198726,753.901954198473
120330649769008475223291937968225441699_1,-213.83155983612656,-255.6150463743244
120359013564481857407856223717750922783_1,-296.4407308714302,-708.5449623398601
120757581047831656726432750353110254983_1,-204.13858694539041,-469.95199768410754
120765351485645933931571812977119537655_1,-260.23921940401857,-549.4372716173921
120811272166055444608846695596566271615_1,-265.1204498033608,-679.6629807011209
120920913927197639885415615330116341800_1,264.53451791400187,40.81602592667673
120924853836447889236773848526404239301_1,-293.3471230197697,589.5205996144007
121082595630604843937559170637543111978_1,-293.54038540795585,451.68145074031264
121499299016882428687650416044881065558_1,-334.3142417088375,55.17655244602025
121807723838172190853156066027084075149_1,341.50285336055407,-160.99037987270313
121811646334361925778363096313716959303_1,-270.72956100249206,-787.4879849156878
121858643479610599269414675079132734286_1,-439.48965309077136,594.7767839436599
122004509530455963674540423884463234260_1,-75.06303855790419,-228.2305973649315
12206599421531999484131363407119155949_1,104.87263557799798,732.5275960524903
122085556520228951114884992702718008974_1,105.7586344306541,-316.57636881858195
122252919784483584034780392527537278493_1,575.2377708114652,272.5412702720064
122643486148366140705103128824814163880_1,5.442494427676262,714.2058662497202
122686589674242980997928442748475109691_1,-348.8965197335867,-18.080738374319708
122739061183410805765865171437365894272_1,-379.1062575352356,580.4605626481859
122995857790714450395188837377393817542_1,339.7214273199858,-1040.5337074548117
123110683564505062002880762687364297555_1,-133.7262686492531,335.1761375074125
123338535449116219393115311428903164769_1,-57.09705687536919,-1107.0341173980244
123398960462679782065288765924845737607_1,-9.161676677005612,-862.9100116519762
123411726830482308560569048151807674165_1,28.012202123613374,-674.4354147916531
123587345114905858213705535160025836709_1,-12.616397326886098,706.3583134847258
124053593182267699211005169608850924940_1,-213.90068502358213,-824.6162749849377
124064579958375678665423519090075517465_1,-631.1250525412489,-121.59933439155722
12413140213755957334869986087934575532_1,81.75355793772763,-1231.731557342618
124149111079607102968400210168498012910_1,436.6629799811411,-62.85298793016241
124189511498568659632022013645936601028_1,445.9953536031941,-590.7017681446434
124232113372069051790018095335638298445_1,505.48562906672214,-44.5313436088789
124552814019084026588569131845101937151_1,244.86654158179408,-1326.6312004974193
124592190282709839626554464797847101455_1,-689.8572930222216,474.57110240233493
124673262330816696324132938896808300716_1,104.09671508025167,-1057.8934886178313
124822242923233732214427289873286698561_1,-454.6592965920991,-85.58190861575025
124892730088943550962897340791874118458_1,136.61380521477642,664.1476353450951
124959690003483950761209202177957763467_1,-313.3751128285787,270.8532293261244
125172369350225398273951000380853932697_1,392.95585833388395,-579.666341541174
125260150564076523256757435932414144926_1,528.7141034135344,-263.8036345889823
125662229404326997887442981193951616318_1,-245.61648400902072,-600.5363381692796
125698574286648641583779244579926057362_1,-360.1621209737041,-703.164337017666
125833487348007204730236162524815351186_1,-150.47650790938533,57.07626464673194
12584569842509364749906547316854126996_1,-492.8364162936431,-3.038146610695634
125943218102694337114658065259876869958_1,60.36339809403674,702.7823074112189
125996077347871838199386967394873291988_1,-172.89089765772638,193.71619258997413
126049279194682752618371743004148930318_1,556.7567806373386,238.61651049170882
126101131747276557582158520475346040483_1,-412.0122591620558,-250.59975098907938
126257856471724462739746428833561844494_1,254.35798965291963,90.2721787244875
126325103316196961471509270705039979564_1,282.80522206896455,-1348.2810091617096
126404999467668645391415366467885365087_1,265.93646804235993,-1155.7344360235468
126537177504791106550718319611802814729_1,444.4747504417159,300.08133623014095
126539470915151793153529100938845307448_1,-48.11916779347182,-969.4720066559591
126589982943765523365197669055556291195_1,314.71595893106985,-825.9523110778932
127058729666140042839375493854145741140_1,-48.35566434812649,-160.9303527454722
127283783907117042472568713961717344436_1,230.5235515758591,-170.2764211084862
127727738993182890989706314235541589644_1,-387.1943086603736,-440.53806096939934
127783932292154839892024820306650752308_1,114.15932388757136,673.0595791634219
128154128074441013750786839515061019980_1,-31.789129558116624,-932.8594757005171
128169862689218625388377925301130059878_1,320.5181169488094,193.15586805792253
128186135404323051802525453705733760608_1,-70.50800173972011,-788.3376577591278
128206388623280005520255102406570260185_1,428.9389993729787,14.366487098115499
128413212277442993046302762863375146025_1,-527.1125280981656,-50.04929140992134
128569526783569971820863555743299257949_1,38.47841148144053,473.41004940157796
128666045843125276221179157874177774353_1,-71.26852051494507,-904.9724377215282
128773747714025019378322867585018492109_1,249.93125566897618,-71.88802687902655
129077804359201628387131063227354369239_1,-148.79566457133336,-1030.8544682254533
129097308711319170714886155638817923851_1,-95.93375847010648,-245.09603648059107
129208217931121627889804638154548471755_1,-228.05401136769757,114.71114528452438
129224319338887786835865779455004988972_1,78.84127708117265,-1008.3591798475659
129268275318156667416637436871929016388_1,-494.973692977806,35.24335318745125
129452913857226903560772475526015052479_1,-82.21271772921806,-418.0848257410908
