,X,Y
100087079604313040350903416512866875178_2,233.75235622975606,-924.6246298751096
100090299132393774825374529480599642352_2,-223.96502192566243,-262.8785829148138
100567810732299309968856288345862886021_2,350.56251884910716,-184.03218085042377
100627579884179451927012870997285144243_2,-407.2256117758212,-284.9870161446436
100779558048350868037693032071691526740_2,-737.5269600885582,-140.77744984583174
100808731710932876844395210009117434638_2,-555.3898697803544,227.29607796605927
100866561368161345320465666070194099334_2,-591.7050982607967,-65.6902254029275
101117684191638668438685014997689304522_2,-649.4708878562294,276.3593827305217
101150013350860536227300672241354560_2,390.64041823113735,337.47897654323754
101158910731421506554572460794080117135_2,290.6178925719478,-488.6676630491171
101231082193267932162231349066019341004_2,150.43716213265816,443.0851059185746
101266319299200645115039512067130000215_2,544.8474901938952,-610.2492445453544
101517864732630003469934003563924770406_2,121.03707177224751,129.5576213760325
101560528127773028078035765650615168963_2,566.1176648682307,-289.7546852100153
101881359749648054580845178083481190200_2,283.733328243248,-1106.3693933860097
101957356407567763104726532049090804204_2,137.83344474279983,141.5726585476545
102022602335750775205920783139708266286_2,-471.3969996955186,-164.94117207111088
1021245674200466618200115178276925194_2,145.84363464785417,36.42212662196337
10256166545722123527141404688424256852_2,312.1696353894922,-1079.1437463210411
102718018390776023821593734339286557666_2,203.3362599668215,-785.0663730698316
10302992542070649965634371422770611841_2,65.33596195462185,-63.84486847663773
103067241124898666839203169796495871876_2,258.7421411739321,-741.69760374049
103476377697403050880366060313147037626_2,370.0223964284442,-872.3980617780574
103596814835812864338034463629672991690_2,66.46327267093733,-673.9764739007408
103676120539882185967530835564986462532_2,-515.3893879380263,177.63965071662352
103688584624511964751313028486940836074_2,416.2902092727902,267.6251504322494
103695065021566304925224907914847747166_2,495.85159384543863,-438.2322771858842
10392477147193993482992225741402256908_2,447.7348636209305,-438.878641706197
103963394979214788325793179983943807873_2,43.837198027012874,-323.44010046602943
10398237645666369953737426123706910278_2,171.94130697195203,252.9847511247338
104027438411846141058681764165501674459_2,542.1375271841922,-818.2265117612444
104274689940841455600116817437112441257_2,-42.32300718192947,249.60005796432102
10434753152211889546271991104645266684_2,414.97752666354626,-428.4479447446108
104497881285111706606896097072634106959_2,-495.64214527444113,-491.4013574006839
104645970119033919200992700116666573458_2,238.9145042781147,463.13383341646164
104704449314919142043140418912503340707_2,313.53911449021615,174.07996816151712
104773525917171323315032845506736864421_2,-165.2778514006232,-325.8652530483955
104799096531346747703064644958094924864_2,-794.6039150810612,532.3253631016139
104887114217211410540888577620028568901_2,-159.12889980235812,-287.9204602072027
104917222023027961482299110402600064859_2,568.8921388815713,-6.6531711122733554
104921602074627325669970004726674734697_2,-293.52477125588325,-581.1788501296196
105003848015165069853639773078791350458_2,-176.71461638494134,250.08354872354715
105138768157463317094546422679935992582_2,-166.53940830066702,53.76964414670633
105290689910500026782132696571957201198_2,-0.2701325597814481,40.31846034990926
105543537761955871759652985324288084979_2,-793.0384517073267,-50.24157724590589
105745951802113627968497993663645887570_2,-770.646766043499,-250.591161864126
105854055405894940208158099822047323667_2,182.19982973960393,-604.2237268391125
105874501787301053577703696843053620037_2,-418.3671458046561,26.903247057970276
10603813404706664861466775540632472286_2,-557.2454598544318,-13.813266291703968
106112221715970660542527961126868856438_2,-150.5513317507341,653.64125363627
106241685715519019494121815931766148082_2,38.88354699081097,369.0625653317625
10632223059587807665584273976307868016_2,261.9917470367521,-663.8065398798205
106645661119220304027696925460556077350_2,28.051926642834143,709.5768843182923
106736575396305345683133461207739252997_2,-179.69332614335283,-392.67457951493833
106771113274834466403933341586053551462_2,-225.3035850962728,-272.73148774176036
106951039385813593840365553201869514203_2,-54.26501437067892,-625.7033667555413
106972613030659911858520979285798299679_2,465.2815619606011,338.3766443458235
107043319296089040435403304586742819019_2,-524.5025537181418,351.48174838091774
107207788806441948953503827466745516156_2,365.5166781140328,298.32984668441355
107240911835791565936097938308323430579_2,-733.0448291764772,143.83366976432126
107581172135759536171134707058730652966_2,-37.91122600491644,-219.1303489831466
10796837991227397297868651049252756696_2,538.7127768962923,210.94612002748534
108211065970984752844405004660846669464_2,-515.026104984942,-141.10363806570533
108253523880088355727330046749156070508_2,-814.8539340997428,-92.93541042306595
108279631624266870760590376863965362774_2,503.929187196195,-78.86427153963926
109057093036799462915919336277544967722_2,-185.483833167461,464.1440995860192
109530847021562814450413013260828830104_2,298.285990029245,-510.4551630292879
109820106419382233079251005440620314066_2,26.664335349628114,456.3456198287002
